data;zona;ospedale;diagnosi;numero_ricoveri
11/03/2025 00:00;Centro;Galeazzi;altre cause;8
11/03/2025 00:00;Centro;Galeazzi;trauma;1
11/03/2025 00:00;Centro;Galeazzi;cardiopatie;3
11/03/2025 00:00;Centro;Galeazzi;infezioni;6
11/03/2025 00:00;Centro;Galeazzi;problemi respiratori;17
11/03/2025 00:00;Nord;Buzzi;altre cause;4
11/03/2025 00:00;Nord;Buzzi;trauma;1
11/03/2025 00:00;Nord;Buzzi;cardiopatie;2
11/03/2025 00:00;Nord;Buzzi;infezioni;0
11/03/2025 00:00;Nord;Buzzi;problemi respiratori;20
11/03/2025 00:00;Nord;Sacco;altre cause;14
11/03/2025 00:00;Nord;Sacco;trauma;5
11/03/2025 00:00;Nord;Sacco;cardiopatie;4
11/03/2025 00:00;Nord;Sacco;infezioni;5
11/03/2025 00:00;Nord;Sacco;problemi respiratori;22
11/03/2025 00:00;Nord;Istituto dei Tumori;altre cause;9
11/03/2025 00:00;Nord;Istituto dei Tumori;trauma;4
11/03/2025 00:00;Nord;Istituto dei Tumori;cardiopatie;5
11/03/2025 00:00;Nord;Istituto dei Tumori;infezioni;0
11/03/2025 00:00;Nord;Istituto dei Tumori;problemi respiratori;22
12/03/2025 00:00;Nord;Ospedale Niguarda;altre cause;6
12/03/2025 00:00;Nord;Ospedale Niguarda;trauma;4
12/03/2025 00:00;Nord;Ospedale Niguarda;cardiopatie;1
12/03/2025 00:00;Nord;Ospedale Niguarda;infezioni;4
12/03/2025 00:00;Nord;Ospedale Niguarda;problemi respiratori;23
12/03/2025 00:00;Est;Policlinico di Milano;altre cause;0
12/03/2025 00:00;Est;Policlinico di Milano;trauma;0
12/03/2025 00:00;Est;Policlinico di Milano;cardiopatie;4
12/03/2025 00:00;Est;Policlinico di Milano;infezioni;4
12/03/2025 00:00;Est;Policlinico di Milano;problemi respiratori;26
12/03/2025 00:00;Est;San Raffaele;altre cause;8
12/03/2025 00:00;Est;San Raffaele;trauma;2
12/03/2025 00:00;Est;San Raffaele;cardiopatie;5
12/03/2025 00:00;Est;San Raffaele;infezioni;0
12/03/2025 00:00;Est;San Raffaele;problemi respiratori;29
12/03/2025 00:00;Centro;Humanitas;altre cause;0
12/03/2025 00:00;Centro;Humanitas;trauma;3
12/03/2025 00:00;Centro;Humanitas;cardiopatie;3
12/03/2025 00:00;Centro;Humanitas;infezioni;5
12/03/2025 00:00;Centro;Humanitas;problemi respiratori;13
12/03/2025 00:00;Sud-Ovest;San Paolo;altre cause;9
12/03/2025 00:00;Sud-Ovest;San Paolo;trauma;2
12/03/2025 00:00;Sud-Ovest;San Paolo;cardiopatie;3
12/03/2025 00:00;Sud-Ovest;San Paolo;infezioni;1
12/03/2025 00:00;Sud-Ovest;San Paolo;problemi respiratori;23
12/03/2025 00:00;Sud-Ovest;Fatebenefratelli;altre cause;14
12/03/2025 00:00;Sud-Ovest;Fatebenefratelli;trauma;2
12/03/2025 00:00;Sud-Ovest;Fatebenefratelli;cardiopatie;1
12/03/2025 00:00;Sud-Ovest;Fatebenefratelli;infezioni;0
12/03/2025 00:00;Sud-Ovest;Fatebenefratelli;problemi respiratori;25
12/03/2025 00:00;Centro;Galeazzi;altre cause;6
12/03/2025 00:00;Centro;Galeazzi;trauma;3
12/03/2025 00:00;Centro;Galeazzi;cardiopatie;5
12/03/2025 00:00;Centro;Galeazzi;infezioni;6
12/03/2025 00:00;Centro;Galeazzi;problemi respiratori;12
12/03/2025 00:00;Nord;Buzzi;altre cause;8
12/03/2025 00:00;Nord;Buzzi;trauma;5
12/03/2025 00:00;Nord;Buzzi;cardiopatie;3
12/03/2025 00:00;Nord;Buzzi;infezioni;2
12/03/2025 00:00;Nord;Buzzi;problemi respiratori;26
12/03/2025 00:00;Nord;Sacco;altre cause;12
12/03/2025 00:00;Nord;Sacco;trauma;4
12/03/2025 00:00;Nord;Sacco;cardiopatie;2
12/03/2025 00:00;Nord;Sacco;infezioni;5
12/03/2025 00:00;Nord;Sacco;problemi respiratori;22
12/03/2025 00:00;Nord;Istituto dei Tumori;altre cause;7
12/03/2025 00:00;Nord;Istituto dei Tumori;trauma;6
12/03/2025 00:00;Nord;Istituto dei Tumori;cardiopatie;4
12/03/2025 00:00;Nord;Istituto dei Tumori;infezioni;2
12/03/2025 00:00;Nord;Istituto dei Tumori;problemi respiratori;25
13/03/2025 00:00;Nord;Ospedale Niguarda;altre cause;8
13/03/2025 00:00;Nord;Ospedale Niguarda;trauma;4
13/03/2025 00:00;Nord;Ospedale Niguarda;cardiopatie;5
13/03/2025 00:00;Nord;Ospedale Niguarda;infezioni;0
13/03/2025 00:00;Nord;Ospedale Niguarda;problemi respiratori;17
13/03/2025 00:00;Est;Policlinico di Milano;altre cause;1
13/03/2025 00:00;Est;Policlinico di Milano;trauma;1
13/03/2025 00:00;Est;Policlinico di Milano;cardiopatie;6
13/03/2025 00:00;Est;Policlinico di Milano;infezioni;4
13/03/2025 00:00;Est;Policlinico di Milano;problemi respiratori;21
13/03/2025 00:00;Est;San Raffaele;altre cause;6
13/03/2025 00:00;Est;San Raffaele;trauma;0
13/03/2025 00:00;Est;San Raffaele;cardiopatie;2
13/03/2025 00:00;Est;San Raffaele;infezioni;4
13/03/2025 00:00;Est;San Raffaele;problemi respiratori;22
13/03/2025 00:00;Centro;Humanitas;altre cause;2
13/03/2025 00:00;Centro;Humanitas;trauma;1
13/03/2025 00:00;Centro;Humanitas;cardiopatie;1
13/03/2025 00:00;Centro;Humanitas;infezioni;3
13/03/2025 00:00;Centro;Humanitas;problemi respiratori;14
13/03/2025 00:00;Sud-Ovest;San Paolo;altre cause;6
13/03/2025 00:00;Sud-Ovest;San Paolo;trauma;3
13/03/2025 00:00;Sud-Ovest;San Paolo;cardiopatie;2
13/03/2025 00:00;Sud-Ovest;San Paolo;infezioni;5
13/03/2025 00:00;Sud-Ovest;San Paolo;problemi respiratori;18
13/03/2025 00:00;Sud-Ovest;Fatebenefratelli;altre cause;12
13/03/2025 00:00;Sud-Ovest;Fatebenefratelli;trauma;2
13/03/2025 00:00;Sud-Ovest;Fatebenefratelli;cardiopatie;4
13/03/2025 00:00;Sud-Ovest;Fatebenefratelli;infezioni;0
13/03/2025 00:00;Sud-Ovest;Fatebenefratelli;problemi respiratori;19
13/03/2025 00:00;Centro;Galeazzi;altre cause;5
13/03/2025 00:00;Centro;Galeazzi;trauma;0
13/03/2025 00:00;Centro;Galeazzi;cardiopatie;5
13/03/2025 00:00;Centro;Galeazzi;infezioni;3
13/03/2025 00:00;Centro;Galeazzi;problemi respiratori;14
13/03/2025 00:00;Nord;Buzzi;altre cause;6
13/03/2025 00:00;Nord;Buzzi;trauma;1
13/03/2025 00:00;Nord;Buzzi;cardiopatie;5
13/03/2025 00:00;Nord;Buzzi;infezioni;0
13/03/2025 00:00;Nord;Buzzi;problemi respiratori;17
13/03/2025 00:00;Nord;Sacco;altre cause;10
13/03/2025 00:00;Nord;Sacco;trauma;4
13/03/2025 00:00;Nord;Sacco;cardiopatie;1
13/03/2025 00:00;Nord;Sacco;infezioni;1
13/03/2025 00:00;Nord;Sacco;problemi respiratori;17
13/03/2025 00:00;Nord;Istituto dei Tumori;altre cause;9
13/03/2025 00:00;Nord;Istituto dei Tumori;trauma;4
13/03/2025 00:00;Nord;Istituto dei Tumori;cardiopatie;4
13/03/2025 00:00;Nord;Istituto dei Tumori;infezioni;0
13/03/2025 00:00;Nord;Istituto dei Tumori;problemi respiratori;18
14/03/2025 00:00;Nord;Ospedale Niguarda;altre cause;7
14/03/2025 00:00;Nord;Ospedale Niguarda;trauma;3
14/03/2025 00:00;Nord;Ospedale Niguarda;cardiopatie;1
14/03/2025 00:00;Nord;Ospedale Niguarda;infezioni;2
14/03/2025 00:00;Nord;Ospedale Niguarda;problemi respiratori;18
14/03/2025 00:00;Est;Policlinico di Milano;altre cause;0
14/03/2025 00:00;Est;Policlinico di Milano;trauma;1
14/03/2025 00:00;Est;Policlinico di Milano;cardiopatie;4
14/03/2025 00:00;Est;Policlinico di Milano;infezioni;0
14/03/2025 00:00;Est;Policlinico di Milano;problemi respiratori;12
14/03/2025 00:00;Est;San Raffaele;altre cause;8
14/03/2025 00:00;Est;San Raffaele;trauma;1
14/03/2025 00:00;Est;San Raffaele;cardiopatie;3
14/03/2025 00:00;Est;San Raffaele;infezioni;4
14/03/2025 00:00;Est;San Raffaele;problemi respiratori;16
14/03/2025 00:00;Centro;Humanitas;altre cause;0
14/03/2025 00:00;Centro;Humanitas;trauma;3
14/03/2025 00:00;Centro;Humanitas;cardiopatie;0
14/03/2025 00:00;Centro;Humanitas;infezioni;3
14/03/2025 00:00;Centro;Humanitas;problemi respiratori;12
14/03/2025 00:00;Sud-Ovest;San Paolo;altre cause;6
14/03/2025 00:00;Sud-Ovest;San Paolo;trauma;0
14/03/2025 00:00;Sud-Ovest;San Paolo;cardiopatie;6
14/03/2025 00:00;Sud-Ovest;San Paolo;infezioni;4
14/03/2025 00:00;Sud-Ovest;San Paolo;problemi respiratori;21
14/03/2025 00:00;Sud-Ovest;Fatebenefratelli;altre cause;11
14/03/2025 00:00;Sud-Ovest;Fatebenefratelli;trauma;2
14/03/2025 00:00;Sud-Ovest;Fatebenefratelli;cardiopatie;0
14/03/2025 00:00;Sud-Ovest;Fatebenefratelli;infezioni;0
14/03/2025 00:00;Sud-Ovest;Fatebenefratelli;problemi respiratori;22
14/03/2025 00:00;Centro;Galeazzi;altre cause;5
14/03/2025 00:00;Centro;Galeazzi;trauma;2
14/03/2025 00:00;Centro;Galeazzi;cardiopatie;5
14/03/2025 00:00;Centro;Galeazzi;infezioni;7
14/03/2025 00:00;Centro;Galeazzi;problemi respiratori;14
14/03/2025 00:00;Nord;Buzzi;altre cause;4
14/03/2025 00:00;Nord;Buzzi;trauma;3
14/03/2025 00:00;Nord;Buzzi;cardiopatie;2
14/03/2025 00:00;Nord;Buzzi;infezioni;2
14/03/2025 00:00;Nord;Buzzi;problemi respiratori;19
14/03/2025 00:00;Nord;Sacco;altre cause;12
14/03/2025 00:00;Nord;Sacco;trauma;3
14/03/2025 00:00;Nord;Sacco;cardiopatie;4
14/03/2025 00:00;Nord;Sacco;infezioni;4
14/03/2025 00:00;Nord;Sacco;problemi respiratori;16
14/03/2025 00:00;Nord;Istituto dei Tumori;altre cause;7
14/03/2025 00:00;Nord;Istituto dei Tumori;trauma;7
14/03/2025 00:00;Nord;Istituto dei Tumori;cardiopatie;2
14/03/2025 00:00;Nord;Istituto dei Tumori;infezioni;1
14/03/2025 00:00;Nord;Istituto dei Tumori;problemi respiratori;20
15/03/2025 00:00;Nord;Ospedale Niguarda;altre cause;5
15/03/2025 00:00;Nord;Ospedale Niguarda;trauma;3
15/03/2025 00:00;Nord;Ospedale Niguarda;cardiopatie;4
15/03/2025 00:00;Nord;Ospedale Niguarda;infezioni;1
15/03/2025 00:00;Nord;Ospedale Niguarda;problemi respiratori;0
15/03/2025 00:00;Est;Policlinico di Milano;altre cause;0
15/03/2025 00:00;Est;Policlinico di Milano;trauma;4
15/03/2025 00:00;Est;Policlinico di Milano;cardiopatie;6
15/03/2025 00:00;Est;Policlinico di Milano;infezioni;2
15/03/2025 00:00;Est;Policlinico di Milano;problemi respiratori;3
15/03/2025 00:00;Est;San Raffaele;altre cause;8
15/03/2025 00:00;Est;San Raffaele;trauma;3
15/03/2025 00:00;Est;San Raffaele;cardiopatie;3
15/03/2025 00:00;Est;San Raffaele;infezioni;0
15/03/2025 00:00;Est;San Raffaele;problemi respiratori;1
15/03/2025 00:00;Centro;Humanitas;altre cause;3
15/03/2025 00:00;Centro;Humanitas;trauma;3
15/03/2025 00:00;Centro;Humanitas;cardiopatie;1
15/03/2025 00:00;Centro;Humanitas;infezioni;5
15/03/2025 00:00;Centro;Humanitas;problemi respiratori;1
15/03/2025 00:00;Sud-Ovest;San Paolo;altre cause;7
15/03/2025 00:00;Sud-Ovest;San Paolo;trauma;2
15/03/2025 00:00;Sud-Ovest;San Paolo;cardiopatie;3
15/03/2025 00:00;Sud-Ovest;San Paolo;infezioni;5
15/03/2025 00:00;Sud-Ovest;San Paolo;problemi respiratori;1
15/03/2025 00:00;Sud-Ovest;Fatebenefratelli;altre cause;14
15/03/2025 00:00;Sud-Ovest;Fatebenefratelli;trauma;5
15/03/2025 00:00;Sud-Ovest;Fatebenefratelli;cardiopatie;2
15/03/2025 00:00;Sud-Ovest;Fatebenefratelli;infezioni;0
15/03/2025 00:00;Sud-Ovest;Fatebenefratelli;problemi respiratori;3
15/03/2025 00:00;Centro;Galeazzi;altre cause;6
15/03/2025 00:00;Centro;Galeazzi;trauma;1
15/03/2025 00:00;Centro;Galeazzi;cardiopatie;4
15/03/2025 00:00;Centro;Galeazzi;infezioni;6
15/03/2025 00:00;Centro;Galeazzi;problemi respiratori;3
15/03/2025 00:00;Nord;Buzzi;altre cause;5
15/03/2025 00:00;Nord;Buzzi;trauma;4
15/03/2025 00:00;Nord;Buzzi;cardiopatie;3
15/03/2025 00:00;Nord;Buzzi;infezioni;1
15/03/2025 00:00;Nord;Buzzi;problemi respiratori;1
15/03/2025 00:00;Nord;Sacco;altre cause;13
15/03/2025 00:00;Nord;Sacco;trauma;1
15/03/2025 00:00;Nord;Sacco;cardiopatie;4
15/03/2025 00:00;Nord;Sacco;infezioni;5
15/03/2025 00:00;Nord;Sacco;problemi respiratori;1
15/03/2025 00:00;Nord;Istituto dei Tumori;altre cause;11
15/03/2025 00:00;Nord;Istituto dei Tumori;trauma;7
15/03/2025 00:00;Nord;Istituto dei Tumori;cardiopatie;4
15/03/2025 00:00;Nord;Istituto dei Tumori;infezioni;0
15/03/2025 00:00;Nord;Istituto dei Tumori;problemi respiratori;1
16/03/2025 00:00;Nord;Ospedale Niguarda;altre cause;7
16/03/2025 00:00;Nord;Ospedale Niguarda;trauma;2
16/03/2025 00:00;Nord;Ospedale Niguarda;cardiopatie;5
16/03/2025 00:00;Nord;Ospedale Niguarda;infezioni;2
16/03/2025 00:00;Nord;Ospedale Niguarda;problemi respiratori;0
16/03/2025 00:00;Est;Policlinico di Milano;altre cause;0
16/03/2025 00:00;Est;Policlinico di Milano;trauma;1
16/03/2025 00:00;Est;Policlinico di Milano;cardiopatie;6
16/03/2025 00:00;Est;Policlinico di Milano;infezioni;2
16/03/2025 00:00;Est;Policlinico di Milano;problemi respiratori;3
16/03/2025 00:00;Est;San Raffaele;altre cause;9
16/03/2025 00:00;Est;San Raffaele;trauma;3
16/03/2025 00:00;Est;San Raffaele;cardiopatie;1
16/03/2025 00:00;Est;San Raffaele;infezioni;4
16/03/2025 00:00;Est;San Raffaele;problemi respiratori;4
16/03/2025 00:00;Centro;Humanitas;altre cause;1
16/03/2025 00:00;Centro;Humanitas;trauma;3
16/03/2025 00:00;Centro;Humanitas;cardiopatie;0
16/03/2025 00:00;Centro;Humanitas;infezioni;6
16/03/2025 00:00;Centro;Humanitas;problemi respiratori;2
16/03/2025 00:00;Sud-Ovest;San Paolo;altre cause;7
16/03/2025 00:00;Sud-Ovest;San Paolo;trauma;1
16/03/2025 00:00;Sud-Ovest;San Paolo;cardiopatie;5
16/03/2025 00:00;Sud-Ovest;San Paolo;infezioni;4
16/03/2025 00:00;Sud-Ovest;San Paolo;problemi respiratori;0
16/03/2025 00:00;Sud-Ovest;Fatebenefratelli;altre cause;11
16/03/2025 00:00;Sud-Ovest;Fatebenefratelli;trauma;2
16/03/2025 00:00;Sud-Ovest;Fatebenefratelli;cardiopatie;2
16/03/2025 00:00;Sud-Ovest;Fatebenefratelli;infezioni;1
16/03/2025 00:00;Sud-Ovest;Fatebenefratelli;problemi respiratori;1
16/03/2025 00:00;Centro;Galeazzi;altre cause;9
16/03/2025 00:00;Centro;Galeazzi;trauma;3
16/03/2025 00:00;Centro;Galeazzi;cardiopatie;5
16/03/2025 00:00;Centro;Galeazzi;infezioni;6
16/03/2025 00:00;Centro;Galeazzi;problemi respiratori;2
16/03/2025 00:00;Nord;Buzzi;altre cause;8
16/03/2025 00:00;Nord;Buzzi;trauma;5
16/03/2025 00:00;Nord;Buzzi;cardiopatie;2
16/03/2025 00:00;Nord;Buzzi;infezioni;2
16/03/2025 00:00;Nord;Buzzi;problemi respiratori;1
16/03/2025 00:00;Nord;Sacco;altre cause;13
16/03/2025 00:00;Nord;Sacco;trauma;1
16/03/2025 00:00;Nord;Sacco;cardiopatie;4
16/03/2025 00:00;Nord;Sacco;infezioni;1
16/03/2025 00:00;Nord;Sacco;problemi respiratori;1
16/03/2025 00:00;Nord;Istituto dei Tumori;altre cause;10
16/03/2025 00:00;Nord;Istituto dei Tumori;trauma;4
16/03/2025 00:00;Nord;Istituto dei Tumori;cardiopatie;2
16/03/2025 00:00;Nord;Istituto dei Tumori;infezioni;0
16/03/2025 00:00;Nord;Istituto dei Tumori;problemi respiratori;1
17/03/2025 00:00;Nord;Ospedale Niguarda;altre cause;6
17/03/2025 00:00;Nord;Ospedale Niguarda;trauma;5
17/03/2025 00:00;Nord;Ospedale Niguarda;cardiopatie;3
17/03/2025 00:00;Nord;Ospedale Niguarda;infezioni;4
17/03/2025 00:00;Nord;Ospedale Niguarda;problemi respiratori;13
17/03/2025 00:00;Est;Policlinico di Milano;altre cause;2
17/03/2025 00:00;Est;Policlinico di Milano;trauma;3
17/03/2025 00:00;Est;Policlinico di Milano;cardiopatie;4
17/03/2025 00:00;Est;Policlinico di Milano;infezioni;1
17/03/2025 00:00;Est;Policlinico di Milano;problemi respiratori;11
17/03/2025 00:00;Est;San Raffaele;altre cause;7
17/03/2025 00:00;Est;San Raffaele;trauma;3
17/03/2025 00:00;Est;San Raffaele;cardiopatie;4
17/03/2025 00:00;Est;San Raffaele;infezioni;1
17/03/2025 00:00;Est;San Raffaele;problemi respiratori;13
17/03/2025 00:00;Centro;Humanitas;altre cause;0
17/03/2025 00:00;Centro;Humanitas;trauma;3
17/03/2025 00:00;Centro;Humanitas;cardiopatie;1
17/03/2025 00:00;Centro;Humanitas;infezioni;4
17/03/2025 00:00;Centro;Humanitas;problemi respiratori;10
17/03/2025 00:00;Sud-Ovest;San Paolo;altre cause;8
17/03/2025 00:00;Sud-Ovest;San Paolo;trauma;2
17/03/2025 00:00;Sud-Ovest;San Paolo;cardiopatie;3
17/03/2025 00:00;Sud-Ovest;San Paolo;infezioni;2
17/03/2025 00:00;Sud-Ovest;San Paolo;problemi respiratori;13
17/03/2025 00:00;Sud-Ovest;Fatebenefratelli;altre cause;14
17/03/2025 00:00;Sud-Ovest;Fatebenefratelli;trauma;3
17/03/2025 00:00;Sud-Ovest;Fatebenefratelli;cardiopatie;2
17/03/2025 00:00;Sud-Ovest;Fatebenefratelli;infezioni;0
17/03/2025 00:00;Sud-Ovest;Fatebenefratelli;problemi respiratori;15
17/03/2025 00:00;Centro;Galeazzi;altre cause;9
17/03/2025 00:00;Centro;Galeazzi;trauma;2
17/03/2025 00:00;Centro;Galeazzi;cardiopatie;4
17/03/2025 00:00;Centro;Galeazzi;infezioni;4
17/03/2025 00:00;Centro;Galeazzi;problemi respiratori;8
17/03/2025 00:00;Nord;Buzzi;altre cause;4
17/03/2025 00:00;Nord;Buzzi;trauma;5
17/03/2025 00:00;Nord;Buzzi;cardiopatie;5
17/03/2025 00:00;Nord;Buzzi;infezioni;3
17/03/2025 00:00;Nord;Buzzi;problemi respiratori;11
17/03/2025 00:00;Nord;Sacco;altre cause;14
17/03/2025 00:00;Nord;Sacco;trauma;5
17/03/2025 00:00;Nord;Sacco;cardiopatie;4
17/03/2025 00:00;Nord;Sacco;infezioni;1
17/03/2025 00:00;Nord;Sacco;problemi respiratori;12
17/03/2025 00:00;Nord;Istituto dei Tumori;altre cause;10
17/03/2025 00:00;Nord;Istituto dei Tumori;trauma;6
17/03/2025 00:00;Nord;Istituto dei Tumori;cardiopatie;4
17/03/2025 00:00;Nord;Istituto dei Tumori;infezioni;0
17/03/2025 00:00;Nord;Istituto dei Tumori;problemi respiratori;13
18/03/2025 00:00;Nord;Ospedale Niguarda;altre cause;5
18/03/2025 00:00;Nord;Ospedale Niguarda;trauma;5
18/03/2025 00:00;Nord;Ospedale Niguarda;cardiopatie;1
18/03/2025 00:00;Nord;Ospedale Niguarda;infezioni;2
18/03/2025 00:00;Nord;Ospedale Niguarda;problemi respiratori;14
18/03/2025 00:00;Est;Policlinico di Milano;altre cause;0
18/03/2025 00:00;Est;Policlinico di Milano;trauma;2
18/03/2025 00:00;Est;Policlinico di Milano;cardiopatie;4
18/03/2025 00:00;Est;Policlinico di Milano;infezioni;3
18/03/2025 00:00;Est;Policlinico di Milano;problemi respiratori;20
18/03/2025 00:00;Est;San Raffaele;altre cause;10
18/03/2025 00:00;Est;San Raffaele;trauma;1
18/03/2025 00:00;Est;San Raffaele;cardiopatie;2
18/03/2025 00:00;Est;San Raffaele;infezioni;0
18/03/2025 00:00;Est;San Raffaele;problemi respiratori;20
18/03/2025 00:00;Centro;Humanitas;altre cause;3
18/03/2025 00:00;Centro;Humanitas;trauma;4
18/03/2025 00:00;Centro;Humanitas;cardiopatie;2
18/03/2025 00:00;Centro;Humanitas;infezioni;6
18/03/2025 00:00;Centro;Humanitas;problemi respiratori;12
18/03/2025 00:00;Sud-Ovest;San Paolo;altre cause;9
18/03/2025 00:00;Sud-Ovest;San Paolo;trauma;2
18/03/2025 00:00;Sud-Ovest;San Paolo;cardiopatie;5
18/03/2025 00:00;Sud-Ovest;San Paolo;infezioni;2
18/03/2025 00:00;Sud-Ovest;San Paolo;problemi respiratori;21
18/03/2025 00:00;Sud-Ovest;Fatebenefratelli;altre cause;12
18/03/2025 00:00;Sud-Ovest;Fatebenefratelli;trauma;5
18/03/2025 00:00;Sud-Ovest;Fatebenefratelli;cardiopatie;2
18/03/2025 00:00;Sud-Ovest;Fatebenefratelli;infezioni;1
18/03/2025 00:00;Sud-Ovest;Fatebenefratelli;problemi respiratori;22
18/03/2025 00:00;Centro;Galeazzi;altre cause;5
18/03/2025 00:00;Centro;Galeazzi;trauma;1
18/03/2025 00:00;Centro;Galeazzi;cardiopatie;3
18/03/2025 00:00;Centro;Galeazzi;infezioni;7
18/03/2025 00:00;Centro;Galeazzi;problemi respiratori;13
18/03/2025 00:00;Nord;Buzzi;altre cause;6
18/03/2025 00:00;Nord;Buzzi;trauma;4
18/03/2025 00:00;Nord;Buzzi;cardiopatie;3
18/03/2025 00:00;Nord;Buzzi;infezioni;0
18/03/2025 00:00;Nord;Buzzi;problemi respiratori;18
18/03/2025 00:00;Nord;Sacco;altre cause;11
18/03/2025 00:00;Nord;Sacco;trauma;1
18/03/2025 00:00;Nord;Sacco;cardiopatie;2
18/03/2025 00:00;Nord;Sacco;infezioni;2
18/03/2025 00:00;Nord;Sacco;problemi respiratori;18
18/03/2025 00:00;Nord;Istituto dei Tumori;altre cause;7
18/03/2025 00:00;Nord;Istituto dei Tumori;trauma;6
18/03/2025 00:00;Nord;Istituto dei Tumori;cardiopatie;5
18/03/2025 00:00;Nord;Istituto dei Tumori;infezioni;0
18/03/2025 00:00;Nord;Istituto dei Tumori;problemi respiratori;19
19/03/2025 00:00;Nord;Ospedale Niguarda;altre cause;5
19/03/2025 00:00;Nord;Ospedale Niguarda;trauma;2
19/03/2025 00:00;Nord;Ospedale Niguarda;cardiopatie;5
19/03/2025 00:00;Nord;Ospedale Niguarda;infezioni;0
19/03/2025 00:00;Nord;Ospedale Niguarda;problemi respiratori;12
19/03/2025 00:00;Est;Policlinico di Milano;altre cause;2
19/03/2025 00:00;Est;Policlinico di Milano;trauma;4
19/03/2025 00:00;Est;Policlinico di Milano;cardiopatie;5
19/03/2025 00:00;Est;Policlinico di Milano;infezioni;0
19/03/2025 00:00;Est;Policlinico di Milano;problemi respiratori;17
19/03/2025 00:00;Est;San Raffaele;altre cause;6
19/03/2025 00:00;Est;San Raffaele;trauma;4
19/03/2025 00:00;Est;San Raffaele;cardiopatie;2
19/03/2025 00:00;Est;San Raffaele;infezioni;4
19/03/2025 00:00;Est;San Raffaele;problemi respiratori;18
19/03/2025 00:00;Centro;Humanitas;altre cause;1
19/03/2025 00:00;Centro;Humanitas;trauma;2
19/03/2025 00:00;Centro;Humanitas;cardiopatie;3
19/03/2025 00:00;Centro;Humanitas;infezioni;4
19/03/2025 00:00;Centro;Humanitas;problemi respiratori;13
19/03/2025 00:00;Sud-Ovest;San Paolo;altre cause;6
19/03/2025 00:00;Sud-Ovest;San Paolo;trauma;0
19/03/2025 00:00;Sud-Ovest;San Paolo;cardiopatie;4
19/03/2025 00:00;Sud-Ovest;San Paolo;infezioni;1
19/03/2025 00:00;Sud-Ovest;San Paolo;problemi respiratori;19
19/03/2025 00:00;Sud-Ovest;Fatebenefratelli;altre cause;12
19/03/2025 00:00;Sud-Ovest;Fatebenefratelli;trauma;2
19/03/2025 00:00;Sud-Ovest;Fatebenefratelli;cardiopatie;2
19/03/2025 00:00;Sud-Ovest;Fatebenefratelli;infezioni;0
19/03/2025 00:00;Sud-Ovest;Fatebenefratelli;problemi respiratori;15
19/03/2025 00:00;Centro;Galeazzi;altre cause;5
19/03/2025 00:00;Centro;Galeazzi;trauma;2
19/03/2025 00:00;Centro;Galeazzi;cardiopatie;5
19/03/2025 00:00;Centro;Galeazzi;infezioni;4
19/03/2025 00:00;Centro;Galeazzi;problemi respiratori;8
19/03/2025 00:00;Nord;Buzzi;altre cause;7
19/03/2025 00:00;Nord;Buzzi;trauma;5
19/03/2025 00:00;Nord;Buzzi;cardiopatie;1
19/03/2025 00:00;Nord;Buzzi;infezioni;1
19/03/2025 00:00;Nord;Buzzi;problemi respiratori;15
19/03/2025 00:00;Nord;Sacco;altre cause;14
19/03/2025 00:00;Nord;Sacco;trauma;3
19/03/2025 00:00;Nord;Sacco;cardiopatie;4
19/03/2025 00:00;Nord;Sacco;infezioni;4
19/03/2025 00:00;Nord;Sacco;problemi respiratori;12
19/03/2025 00:00;Nord;Istituto dei Tumori;altre cause;11
19/03/2025 00:00;Nord;Istituto dei Tumori;trauma;7
19/03/2025 00:00;Nord;Istituto dei Tumori;cardiopatie;2
19/03/2025 00:00;Nord;Istituto dei Tumori;infezioni;2
19/03/2025 00:00;Nord;Istituto dei Tumori;problemi respiratori;16
20/03/2025 00:00;Nord;Ospedale Niguarda;altre cause;5
20/03/2025 00:00;Nord;Ospedale Niguarda;trauma;3
20/03/2025 00:00;Nord;Ospedale Niguarda;cardiopatie;5
20/03/2025 00:00;Nord;Ospedale Niguarda;infezioni;0
20/03/2025 00:00;Nord;Ospedale Niguarda;problemi respiratori;25
20/03/2025 00:00;Est;Policlinico di Milano;altre cause;0
20/03/2025 00:00;Est;Policlinico di Milano;trauma;2
20/03/2025 00:00;Est;Policlinico di Milano;cardiopatie;5
20/03/2025 00:00;Est;Policlinico di Milano;infezioni;0
20/03/2025 00:00;Est;Policlinico di Milano;problemi respiratori;31
20/03/2025 00:00;Est;San Raffaele;altre cause;9
20/03/2025 00:00;Est;San Raffaele;trauma;4
20/03/2025 00:00;Est;San Raffaele;cardiopatie;3
20/03/2025 00:00;Est;San Raffaele;infezioni;1
20/03/2025 00:00;Est;San Raffaele;problemi respiratori;32
20/03/2025 00:00;Centro;Humanitas;altre cause;0
20/03/2025 00:00;Centro;Humanitas;trauma;2
20/03/2025 00:00;Centro;Humanitas;cardiopatie;2
20/03/2025 00:00;Centro;Humanitas;infezioni;6
20/03/2025 00:00;Centro;Humanitas;problemi respiratori;15
20/03/2025 00:00;Sud-Ovest;San Paolo;altre cause;10
20/03/2025 00:00;Sud-Ovest;San Paolo;trauma;2
20/03/2025 00:00;Sud-Ovest;San Paolo;cardiopatie;2
20/03/2025 00:00;Sud-Ovest;San Paolo;infezioni;4
